Description,Rate,Titles,Vote_count,Year
Terror. Thriller. Intriga. Casas encantadas,"5,3",El pacto ,2.430 votos,2012
Comedia. Religión. Comedia dramática,"5,3",Mi querida cofradía ,1.566 votos,2018
Terror. Fantástico. Sobrenatural. Familia. Adopción,"5,3",Somnia. Dentro de tus sueños ,2.554 votos,2016
Thriller. Comedia. Crimen. Precuela,"5,3",Vidas criminales ,1.021 votos,2013
Drama. Biográfico. Pintura,"5,3",Miss Dalí ,39 votos,2018
Drama. Thriller. Biográfico,"5,3",De Sade ,32 votos,1969
Acción. Artes marciales. Cómic,"5,3",Dragon Tiger Gate ,402 votos,2006
Intriga. Drama sureño. Asesinos en serie. Sobrenatural. Fantasmas,"5,3",En el centro de la tormenta ,3.192 votos,2009
Drama. Inmigración,"5,3",Aquí y allá ,307 votos,2012
Drama. Prostitución,"5,3",Chaika ,93 votos,2012
Drama. ,"5,3",Ana de día ,1.020 votos,2018
Romance. Drama. Drama romántico. Literatura,"5,3",Regreso a Montauk ,309 votos,2017
Aventuras. Drama. Bélico. Guerra de la Independencia Española. Siglo XIX,"5,3",Orgullo y pasión ,945 votos,1957
Comedia. Teatro,"5,3",The Actors ,162 votos,2003
Cine negro. Intriga. Thriller. Drama sureño. Crimen,"5,3",Prisioneros del cielo ,1.427 votos,1995
Comedia. Teatro,"5,3",Semiprofesionales ,47 votos,2013
Romance. Comedia. Comedia romántica. Comedia juvenil,"5,3",Amor a segunda vista ,2.661 votos,2014
Drama. Cortometraje,"5,3",Tiger (C),76 votos,2016
Thriller. ,"5,3",Agallas ,3.060 votos,2009
Comedia. Cortometraje (animación),"5,3",Choir Tour ,69 votos,2012
Acción. Thriller. Drama. Espionaje. Guerra Fría,"5,3",El espejo de los espías ,40 votos,1969
Drama. ,"5,3",El reino de la belleza ,168 votos,2014
Drama. Adolescencia,"5,3",15 años y un día ,4.080 votos,2013
Thriller. Drama. Intriga. Crimen,"5,3",Ruidos ,229 votos,2007
Drama. ,"5,3",Traición (Betrayal) ,297 votos,2012
Drama. Telefilm,"5,3",Demasiado joven para morir (TV),602 votos,1990
Comedia. Siglo XIX. Remake,"5,3",El albergue rojo ,961 votos,2007
Drama. Adolescencia,"5,3",Un mundo cuadrado ,391 votos,2011
Terror. Thriller. Intriga. Serie B. Familia,"5,3",Demencia 13 ,1.651 votos,1963
Drama. Fútbol. Amistad. Homosexualidad,"5,3",Hoy partido a las tres ,72 votos,2017
Comedia. Drama. Romance. Colegios & Universidad,"5,3",Profesores de hoy ,103 votos,1984
Ciencia ficción. Thriller. ,"5,3",El poder ,42 votos,1968
Drama. Monstruos. Cortometraje,"5,3",Horizonte (C),111 votos,2012
Animación. Ciencia ficción. Gatos. Cortometraje (animación),"5,3",A Lifestory (C),219 votos,2013
Musical. Fantástico. Comedia. Aventuras. Edad Media. Viajes en el tiempo,"5,3",Un yanqui en la corte del rey Arturo ,189 votos,1949
Drama. Comedia. ,"5,3",Un castillo en Italia ,517 votos,2013
Aventuras. Colonialismo. África,"5,3",Gritar al diablo ,113 votos,1976
Aventuras. Thriller. ,"5,3",Operación Isla del Oso ,234 votos,1979
Thriller. Acción. Robos & Atracos. Crimen. Remake,"5,3",Perros rabiosos ,995 votos,2015
Acción. Comedia. Romance. Cine dentro del cine. Celos,"5,3",El animal ,82 votos,1977
Drama. Adolescencia. Basado en hechos reales. Realismo mágico,"5,3",Bridgend ,310 votos,2015
Intriga. Drama. ,"5,3",La mansión bajo los árboles ,106 votos,1971
Documental. Cocina,"5,3","El Somni, del Celler de Can Roca ",83 votos,2013
Fantástico. Terror. Sobrenatural. Fantasmas. Cine independiente USA,"5,3",I Am a Ghost (Soy un fantasma) ,1.103 votos,2012
Drama. Homosexualidad,"5,2",Hard Pill (Mal trago) ,120 votos,2005
Aventuras. Ciencia ficción. Fantástico. Prehistoria. Dinosaurios,"5,2",La tierra olvidada por el tiempo ,384 votos,1975
Ciencia ficción. Drama. Extraterrestres,"5,2",Monsters ,9.047 votos,2010
Drama. ,"5,2",Amateurs ,241 votos,2008
Comedia. Amistad,"5,2",Papeles en el viento ,686 votos,2015
Comedia. Drama. Comedia negra. Realismo mágico,"5,2",The Extraordinary Tale of the Times Table ,478 votos,2013
Ciencia ficción. Thriller. ,"5,2",1 ,91 votos,2009
Comedia. Romance. Comedia romántica,"5,2",Hello! How Are You? ,170 votos,2010
Comedia. Drama. Sobrenatural. Fantasmas. Vida rural,"5,2",Bajo el bosque lácteo ,54 votos,1972
Thriller. Acción. ,"5,2",Desafío al mundo (Rosebud) ,184 votos,1975
Thriller. Intriga. ,"5,2",Doctor Sleep (Close Your Eyes) ,298 votos,2004
Comedia. Drama. Comedia dramática. Colegios & Universidad,"5,2",Un profesor singular ,63 votos,1979
Drama. ,"5,2",Orson West ,63 votos,2012
Drama. ,"5,2",La chica del bikini ,59 votos,1952
Drama. ,"5,2",Mundo fantástico ,38 votos,2003
Terror. Vampiros. Siglo XVII,"5,2",La condesa Drácula ,431 votos,1971
Comedia. Comedia romántica,"5,2",Un hombre para Ivy ,89 votos,1968
Serie de TV. Animación. Aventuras. Infantil. Fantástico. Comedia. Aventura espacial. Familia. Extraterrestres,"5,2",Bobobobs (Serie de TV),687 votos,1988
Comedia. Drama. Comedia negra,"5,2",Louise-Michel ,659 votos,2008
Acción. Blaxploitation,"5,2",Hot City ,73 votos,1996
Drama. Biográfico. Histórico,"5,2",Hidalgo: La historia jamás contada ,121 votos,2010
Thriller. Western. Siglo X. Remake,"5,2","Una mujer, una pistola y una tienda de fideos chinos ",1.410 votos,2009
Drama. ,"5,2",El poni rojo ,70 votos,1949
Documental. Mediometraje. Política. Biográfico,"5,2","Trump, el aprendiz de presidente ",35 votos,2016
Western. Venganza,"5,2",Los vengadores ,407 votos,1972
Terror. Fantasmas. Sobrenatural. Falso documental,"5,2",Encuentros paranormales ,3.771 votos,2011
Comedia. ,"5,2",21 Ways to Ruin a Marriage ,31 votos,2013
Drama. Comedia. Romance. Cine dentro del cine,"5,2",Sex is Comedy ,107 votos,2003
Thriller. Asesinos en serie. Drama psicológico. Giallo,"5,2",El blanco del ojo ,58 votos,1987
Acción. Comedia. Drama. Secuestros / Desapariciones,"5,2",Blue Rai ,85 votos,2017
Ciencia ficción. Fantástico. Aventuras. ,"5,2",La ciudad sumergida ,461 votos,1965
Drama. Intriga. Crimen,"5,2",The Walker ,687 votos,2007
Comedia. Drama. ,"5,2",Anita no pierde el tren ,1.521 votos,2001
Drama. Comedia. Amistad,"5,2",Dos amigos ,244 votos,2013
Terror. Thriller. ,"5,2",Captifs ,425 votos,2010
Thriller. Drama. Secuestros / Desapariciones,"5,2",Perdido ,449 votos,2017
Drama. Comedia. ,"5,2",La mujer sin piano ,1.142 votos,2009
Acción. Basado en hechos reales. Años 80. Terrorismo. Secuestros / Desapariciones,"5,2",6 días ,765 votos,2017
Thriller. Radio,"5,2",Feedback ,704 votos,2019
Drama. Road Movie. Crimen,"5,2",El muerto y ser feliz ,1.546 votos,2012
Western. Siglo XIX,"5,2",La calle de los conflictos ,74 votos,1946
Drama. África. Colonialismo. Años 40,"5,2",Pasiones en Kenia ,246 votos,1987
Comedia. Terror. Thriller. Comedia de terror. Comedia negra. Pandemias. Familia,"5,2",Mamá y papá ,2.955 votos,2017
Animación. Fantástico. Infantil. ,"5,2",Teresa y Tim ,42 votos,2016
Drama. Drama psicológico,"5,2",Demonios tus ojos ,990 votos,2017
Comedia. Aventuras. Musical. Piratas. Parodia,"5,2",Abbott y Costello contra el Capitán Kidd ,81 votos,1952
Documental. ,"5,2",Un millón de amigos ,67 votos,2007
Drama. Romance. Drama romántico. Vida rural,"5,2",Y Dios creó a la mujer ,1.025 votos,1956
Drama. Biográfico. Años 1900 (circa). Años 1910-1919,"5,2",Marie Curie ,619 votos,2016
Drama. Romance. ,"5,2",Love and Bruises ,271 votos,2011
Ciencia ficción. Terror. Comedia. Comedia de terror. Extraterrestres,"5,2",Grabbers ,2.301 votos,2012
Comedia. Homosexualidad,"5,2",¿Entiendes? ,385 votos,1999
Thriller. Drama. Romance. Adolescencia,"5,2",El juego del ahorcado ,4.372 votos,2008
Comedia. Espionaje,"5,2",Demasiado cálido para junio ,44 votos,1964
Terror. Intriga. Thriller. Sobrenatural. Casas encantadas,"5,2",Pasaje para un coche fúnebre ,98 votos,1980
Drama. Cortometraje. Adolescencia,"5,2",Sara a la fuga (C),96 votos,2015
Romance. Drama. Drama romántico,"5,2",To the Wonder ,4.639 votos,2012
Drama. ,"5,2",La voie de l‘ennemi (Two Men in Town) ,71 votos,2014
Ciencia ficción. Aventuras. Steampunk,"5,2",El amo del mundo ,355 votos,1961
Drama. Aventuras. Road Movie. Años 40. Años 50. Amistad,"5,2",En la carretera ,4.022 votos,2012
Thriller. ,"5,2",La revolución de los ángeles ,360 votos,2015
Documental. Documental sobre cine,"5,2",A ritmo de Jess ,72 votos,2013
Ciencia ficción. Acción. Holocausto nuclear. Futuro postapocalíptico. Deporte,"5,2",Sangre de héroes ,387 votos,1989
Western. Spaghetti Western,"5,2",Requiescant  ,124 votos,1967
Comedia. Romance. Comedia romántica,"5,2",Cena de amigos ,1.701 votos,2009
Thriller. Drama. Mafia. Neo-noir. Crimen. Venganza,"5,2",Solo Dios perdona ,13.578 votos,2013
Documental. Cine experimental,"5,2",Después de la generación feliz ,37 votos,2014
Thriller. Terrorismo. Secuestros / Desapariciones. Aviones. Basado en hechos reales,"5,2",El asalto ,841 votos,2010
Thriller. Giallo. Baile,"5,2",Danza mortal ,164 votos,1984
Musical. Romance. Comedia. Comedia romántica. Remake,"5,2",Un toque de seducción ,429 votos,2005
Romance. Comedia. Comedia romántica,"5,2",París-Manhattan ,1.373 votos,2012
Drama. ,"5,2",Amor eterno ,255 votos,2014
Ciencia ficción. Thriller. Secuela. Robots. Periodismo. Thriller futurista,"5,2",Mundo futuro ,1.124 votos,1976
Comedia. ,"5,2",Piernas de perfil ,91 votos,1932
Aventuras. Acción. Drama. Vikingos. Siglo XIII,"5,2",El último rey ,1.738 votos,2016
Fantástico. Acción. Terror. Hombres lobo. Comedia de terror,"5,2",Dog Soldiers ,3.515 votos,2002
Drama. Biográfico. Moda. Homosexualidad. Años 50. Años 60. Años 70,"5,2",Yves Saint Laurent ,1.399 votos,2014
Terror. Thriller. Aventuras. Animales. Cocodrilos,"5,2",El territorio de la bestia ,4.432 votos,2007
Thriller. Drama. Crimen. Asesinos en serie. Basado en hechos reales,"5,2",Tierra de asesinatos ,1.899 votos,2011
Drama. Romance. Homosexualidad,"5,2",Dos miradas ,44 votos,2007
Thriller. Drama. Policíaco. Crimen,"5,2",El rastro de un suave perfume ,39 votos,1972
Romance. Drama. Drama romántico. Colegios & Universidad,"5,2",Enamorarse ,957 votos,2013
Drama. Intriga. Thriller. Thriller psicológico,"5,2",Presentimientos ,1.461 votos,2013
Western. Comedia. ,"5,2",Cuatro tíos de Texas ,510 votos,1963
Romance. Comedia. Comedia romántica. Comedia dramática,"5,2",La fórmula de la felicidad ,1.072 votos,2014
Thriller. Drama. Policíaco,"5,2",Los joyeros del claro de luna ,158 votos,1958
Comedia. Fantástico. Navidad. Comedia negra,"5,2",Pastorela ,170 votos,2011
Thriller. Política. Secuestros / Desapariciones. Telefilm. Mediometraje,"5,2",Distopia: Ciudadanos (TV),118 votos,2017
Comedia. Romance. Secuela. Película de episodios,"5,2",Manuale d'amore 2 (Manual de amor 2) ,3.640 votos,2007
Terror. Comedia. Comedia de terror. Gore. Serie B,"5,2",Street Trash: Violencia en Manhattan ,407 votos,1987
Comedia. Drama. ,"5,2",El milagro de Henry Poole ,1.175 votos,2008
Comedia. Drama. ,"5,2",Quiero ser italiano ,1.035 votos,2010
Intriga. Fantástico. Años 30,"5,2",Insensibles ,1.569 votos,2012
Drama. ,"5,2",Finisterre ,1.100 votos,1998
Acción. Thriller. Comedia. Crimen. Venganza,"5,2",Un plan perfecto (Master Plan) ,535 votos,2015
Terror. Thriller. Acción. Zombis,"5,2",La horda ,4.458 votos,2009
Drama. Romance. Homosexualidad,"5,2",August ,76 votos,2011
Drama. Siglo XIX. Colonialismo,"5,2",River Queen ,425 votos,2005
Comedia. Drama. Fútbol,"5,2",Noche de vino y copas ,832 votos,2011
Drama. Aventuras. Biblia,"5,2",David y Goliat ,128 votos,1960
Drama. II Guerra Mundial. Medicina,"5,2",Jimmy P.  ,602 votos,2013
Ciencia ficción. Acción. Aventuras. Aviones. Steampunk,"5,2",Sky Captain y el mundo del mañana ,11.346 votos,2004
Comedia. ,"5,2",El vuelo de la paloma ,473 votos,1989
Terror. Slasher,"5,2",Solos en la oscuridad ,414 votos,1982
Thriller. Acción. Crimen,"5,2",Riesgo ,86 votos,2004
Documental. Enfermedad. Ciclismo,"5,2",Todos los caminos ,53 votos,2018
Terror. Comedia de terror. Zombis. Gore. Bodas. Precuela,"5,2",[•REC]³: Génesis ,17.467 votos,2012
Comedia. Drama. Romance. Homosexualidad. Bodas,"5,1",The One ,34 votos,2011
Bélico. Drama. Guerra de Iraq,"5,1",Regreso al infierno ,1.193 votos,2006
Comedia. Años 70. Secuestros / Desapariciones,"5,1",El precio de la fama ,307 votos,2014
Drama. Erótico,"5,1",Año bisiesto ,912 votos,2010
Acción. Ciencia ficción. Deporte. Coches / Automovilismo. Distopía. Serie B,"5,1",La carrera de la muerte del año 2000 ,2.198 votos,1975
Drama. ,"5,1",Soldier Jane ,90 votos,2013
Drama. ,"5,1",The Sleepwalker ,84 votos,2014
Drama. Comedia. ,"5,1",El perfecto desconocido ,357 votos,2011
Thriller. Thriller psicológico. Pandemias,"5,1",Retreat (Aislados) ,1.905 votos,2011
Terror. ,"5,1",La maldición del altar rojo ,192 votos,1968
Comedia. Drama. Comedia dramática,"5,1",Mejor otro día ,2.704 votos,2014
Thriller. Crimen. Policíaco,"5,1",El francotirador (Le guetteur) ,666 votos,2012
Thriller. ,"5,1",Ramírez ,122 votos,2008
Aventuras. ,"5,1",Los hombres del bosque de Sherwood ,65 votos,1954
Drama. Comedia negra,"5,1",Boi ,262 votos,2019
Comedia. Familia,"5,1",Manual de un tacaño ,2.411 votos,2016
Comedia. ,"5,1",Jóvenes oportunidades ,191 votos,2005
Romance. Comedia. Comedia romántica,"5,1",El amor está en el aire ,1.477 votos,2013
Thriller. Terrorismo. ETA. Venganza,"5,1",Fuego ,1.198 votos,2014
Comedia. Comedia absurda. Surrealismo. Robos & Atracos,"5,1",Dispongo de barcos ,486 votos,2010
Terror. Fantástico. Romance. Vampiros. Policíaco,"5,1",Somos la noche ,2.046 votos,2010
Terror. Fantástico. Sobrenatural. Adolescencia. Halloween. Posesiones/Exorcismos,"5,1",Muerte a 33 r.p.m. ,430 votos,1986
Comedia. ,"5,1",Es por tu bien ,8.812 votos,2017
Bélico. Drama. Guerra Civil Española. Telefilm,"5,1","Ebro, de la cuna a la batalla (TV)",241 votos,2016
Bélico. Romance. Guerra de Corea. Propaganda,"5,1","Corea, hora cero ",179 votos,1952
Drama. Thriller. ,"5,1",Midnight Runner ,117 votos,2018
Comedia. Drama. Basado en hechos reales. Baile,"5,1",Magic Mike ,7.752 votos,2012
Aventuras. Drama. Romance. Revolución Francesa. Siglo XVIII,"5,1",La sombra de la guillotina ,32 votos,1958
Aventuras. Drama. Romance. ,"5,1",Mansiones verdes ,250 votos,1959
Terror. Sobrenatural. Casas encantadas. Fantasmas. Serie B,"5,1",Los 13 fantasmas ,540 votos,1960
Terror. Sobrenatural. Serie B,"5,1",Sole Survivor ,66 votos,1983
Comedia. Cine independiente USA. Mumblecore,"5,1","Sorry, Thanks ",33 votos,2009
Musical. Drama. Remake. Baile. Cine dentro del cine,"5,1",Nine ,12.861 votos,2009
Ciencia ficción. Televisión,"5,1",Kamikaze ,100 votos,1986
Terror. Thriller. ,"5,1",Mas allá de la muerte ,3.689 votos,2009
Comedia. Western. ,"5,1",No tocar a la mujer blanca ,168 votos,1974
Western. ,"5,1",El desafío del búfalo blanco ,457 votos,1977
Acción. ,"5,1",Shopping (De tiendas) ,358 votos,1994
Terror. Thriller. Drama. ,"5,1",El desván ,53 votos,1980
Drama. Thriller. Crimen. Basado en hechos reales. Años 90,"5,1",Condenados ,1.937 votos,2013
Terror. Intriga. Fantasmas,"5,1",Horror en la mansión Fordyke ,36 votos,1964
Terror. Thriller. Basado en hechos reales. Tiburones. Supervivencia. Animales. Submarinismo,"5,1",Open Water ,5.963 votos,2003
Comedia. Romance. Drama. Secuela,"5,1",Dos días en Nueva York ,1.675 votos,2011
Drama. Prostitución. Periodismo. Drama psicológico,"5,1",Ellas ,1.269 votos,2011
Comedia. Drama. Comedia dramática. Familia,"5,1",Del lado del verano ,473 votos,2012
Intriga. Thriller. Thriller psicológico,"5,1",Babycall ,1.141 votos,2011
Comedia. ,"5,1",Canícula ,174 votos,2002
Drama. Romance. ,"5,1",Inevitable ,214 votos,2013
Comedia. Navidad,"5,1",A casa por navidad ,361 votos,2010
Drama. Acción. Bélico. II Guerra Mundial,"5,1",Nido de avispas ,332 votos,1970
Intriga. Thriller. Comedia. Manga. Live-Action,"5,1",Lupin y el corazón púrpura de Cleopatra ,548 votos,2014
Drama. ,"5,1",Awaydays ,822 votos,2009
Drama. Drama de época. Siglo XIX. Erótico,"5,1",Gothic ,579 votos,1986
Comedia. Prostitución,"5,1",La profesional y la debutante ,50 votos,1970
Terror. Drama. Thriller. Sobrenatural. Fantasmas,"5,1",Aparecidos ,2.044 votos,2007
Serie de TV. Aventuras. Miniserie de TV,"5,1",El secreto del Sahara (Miniserie de TV),487 votos,1988
Thriller. Acción. Adolescencia. Colegios & Universidad,"5,1",Los centinelas ,42 votos,1986
Drama. Siglo XIX. Biográfico,"5,1",Midiendo el mundo ,348 votos,2012
Acción. Drama. Prostitución. Pobreza. Drogas,"5,1",Hasta ver la luz ,53 votos,2013
Drama. Circo,"5,1",Apasionadamente ,33 votos,1954
Aventuras. Simios. Cine familiar,"5,1",Hánuman. La leyenda del Dios Mono  ,33 votos,1998
Drama. Adolescencia,"5,1",Petit indi ,567 votos,2009
Comedia. Bodas,"5,1",La wedding planner ,464 votos,2017
Drama. ,"5,1",La vida sublime ,290 votos,2010
Terror. ,"5,1",Escóndete y tiembla ,395 votos,1988
Drama. ,"5,1",Doctor Fausto ,82 votos,1967
Drama. Thriller. Años 70,"5,1",La vida abismal ,726 votos,2007
Drama. Aventuras. Road Movie. África,"5,1",4 latas ,1.253 votos,2018
Drama. ,"5,1",Tara Road ,766 votos,2005
Comedia. Romance. Comedia dramática,"5,1",Diario de una niñera (The Nanny Diaries) ,12.435 votos,2007
Comedia. Drama. Comedia dramática,"5,1",Quatretondeta ,430 votos,2016
Comedia. ,"5,1","Lolo, el hijo de mi novia ",1.342 votos,2015
Acción. Drama. Bélico. Periodismo,"5,1",5 días de guerra ,894 votos,2011
Thriller. Crimen. Secuestros / Desapariciones,"5,1",El rapto de Candy ,38 votos,1973
Drama. Comedia dramática. Drama social,"5,1",La Estrella ,713 votos,2013
Terror. Ciencia ficción. Serie B. Monstruos,"5,1",La batalla de los simios gigantes ,103 votos,1966
Western. Aventuras. ,"5,1",Tierra de alimañas ,78 votos,1966
Comedia. Musical. Baile,"5,1",El hombre orquesta ,169 votos,1970
Ciencia ficción. Thriller. ,"5,1",Anon ,1.044 votos,2018
Drama. Comedia. ,"5,1",Pactar con el gato ,53 votos,2007
Drama. Cine quinqui,"5,1",ärtico ,240 votos,2014
Comedia. Comedia romántica,"5,1",Bypass ,773 votos,2012
Terror. Thriller. Intriga. Road Movie,"5,1",Pánico (Hush) ,1.997 votos,2009
Thriller. Drama. Policíaco. Crimen,"5,1",Ciudad sin ley ,4.782 votos,2005
Comedia. Romance. ,"5,1",El juego de la verdad ,3.423 votos,2004
Terror. Sobrenatural. Brujería,"5,1",Orgía de sangre ,121 votos,1972
Ciencia ficción. Terror. Thriller. ,"5,1",El monstruo del terror ,198 votos,1965
Ciencia ficción. Terror. Futuro postapocalíptico. Serie B,"5,1",La última mujer sobre la Tierra ,305 votos,1960
Western. ,"5,1",Los taladores ,47 votos,1960
Drama. Cine dentro del cine,"5,1",Sobre el arcoíris ,94 votos,2003
Comedia. Drama. Basado en hechos reales. Robos & Atracos. Juego. Póker,"5,1",Los Pelayos ,8.913 votos,2012
Comedia. ,"5,1",Perfecto amor equivocado ,213 votos,2004
Drama. Homosexualidad,"5,1",Silent Youth ,124 votos,2012
Drama. Religión,"5,1",Llena de gracia ,91 votos,2015
Intriga. Drama. Crimen,"5,1",Paso a paso ,37 votos,1946
Intriga. Drama. ,"5,1",Alguien detrás de la puerta ,191 votos,1971
Intriga. Thriller. ,"5,1",Una mujer de negocios ,155 votos,1981
Terror. Intriga. ,"5,0",El regreso de Fu Manchú ,442 votos,1965
Terror. Intriga. Slasher. Asesinos en serie,"5,0",Angustia en el Hospital Central ,143 votos,1982
Comedia. Policíaco. Buddy Film,"5,0",Incompatibles ,1.455 votos,2012
Romance. Comedia. Fantástico. Comedia romántica,"5,0",Llamada a escena ,125 votos,1999
Drama. Biográfico. Música. Cine experimental. Cine independiente USA,"5,0",Last Days ,6.160 votos,2005
Drama. ,"5,0",La perrera ,340 votos,2006
Ciencia ficción. Acción. Cyberpunk. Yakuza & Triada,"5,0",Johnny Mnemonic ,9.059 votos,1995
Aventuras. ,"5,0",Duelo en el fondo del mar ,210 votos,1953
